metric,value,task,file
congruent_accuracy,0.6557377049180327,flanker,sub-SK_task-flanker_run-1.json.parquet
congruent_omission_rate,0.0,flanker,sub-SK_task-flanker_run-1.json.parquet
congruent_rt,741.639344262295,flanker,sub-SK_task-flanker_run-1.json.parquet
incongruent_accuracy,0.6,flanker,sub-SK_task-flanker_run-1.json.parquet
incongruent_omission_rate,0.0,flanker,sub-SK_task-flanker_run-1.json.parquet
incongruent_rt,786.8305084745763,flanker,sub-SK_task-flanker_run-1.json.parquet
proportion_feedback,0.8,flanker,sub-SK_task-flanker_run-1.json.parquet
